text,class
สนใจทำประกันให้พ่อ,user_ask_product_info
สนใจทำประกันให้แม่,user_ask_product_info
สนใจทำประกันให้สามี,user_ask_product_info
สนใจทำประกันให้ภรรยา,user_ask_product_info
ซื้อประกัน,user_ask_product_info
อยากทำประกัน,user_ask_product_info
อยากซื้อประกัน,user_ask_product_info
ขายประกันอะไรบ้าง,user_ask_product_info
มีประกันอะไรขาย,user_ask_product_info
มีประกันแบบไหนบ้าง,user_ask_product_info
ศึกษาประกัน,user_ask_product_info
สนใจปะกัน,user_ask_product_info
มีประกันอะไรแนะนำบ้างครับ,user_ask_product_info
สนใจทำประกันครับ,user_ask_product_info
สนใจทำประกันค่ะ,user_ask_product_info
สนใจประกันครับ,user_ask_product_info
สนใจประกันจ้า,user_ask_product_info
จะทำประกัน,user_ask_product_info
จะซื้อประกัน,user_ask_product_info
มีประกันกี่ประเภทครับ,user_ask_product_info
ประกันมีกี่ประเภท,user_ask_product_info
ดูประกันหน่อย,user_ask_product_info
มีประกันอะไรบ้าง,user_ask_product_info
ไหนดูประกันหน่อยสิ,user_ask_product_info
แบบประกันที่ใช่,user_ask_product_info
สนใจแบบประกันที่ใช่,user_ask_product_info
ประกันที่ใช่,user_ask_product_info
อยากทำประกันชีวิต,user_ask_life_insurance
ทำประกันชีวิตยังไง,user_ask_life_insurance
มีประกันชีวิตมั้ย,user_ask_life_insurance
อยากดูประกันชีวิตหน่อยค่ะ,user_ask_life_insurance
ประกันชีวิตมีอะไรบ้าง,user_ask_life_insurance
มีประกันชีวิตอะไรบ้าง,user_ask_life_insurance
ผมอยากซื้อประกันชีวิตให้,user_ask_life_insurance
ประกันชีวิตนี่มีอะไรบ้างครับ,user_ask_life_insurance
มีประกันชีวิตอะไรช่วงนี้ดีๆ,user_ask_life_insurance
แนะนำประกันชีวิตหน่อยครับ,user_ask_life_insurance
อยากซื้อประกันชีวิตมีตัวไหนแนะนำบ้างคะ?,user_ask_life_insurance
สนใจผลิตภัณฑ์,user_ask_life_insurance
สนใจโปรดัก,user_ask_life_insurance
มีประกันชีวิตกี่แบบครับ,user_ask_life_insurance
ซื้อประกันแบบไหนดี,user_ask_life_insurance
ได้รับแฟกซ์รึยัง,user_ask_fax_receive
ส่งแฟกซ์มา ได้รับยัง,user_ask_fax_receive
ส่ง fax มาให้ ได้รับมั๊ย,user_ask_fax_receive
fax ไปให้แล้ว ได้รับรึยัง,user_ask_fax_receive
ขอลำดับแฟกซ์,user_ask_fax_receive
ขอลำดับFax,user_ask_fax_receive
ได้รับ Fax ยัง,user_ask_fax_receive
เช็ค Fax,user_ask_fax_receive
เช็คแฟกซ์ ของกรมธรรม์,user_ask_fax_receive
เช็คแฟกส์ กรมธรรม,user_ask_fax_receive
ขอเช็คลำดับแฟกซ์หน่อย,user_ask_fax_receive
ขออนุญาตยืนยันแฟ็กซ์ค่ะ,user_ask_fax_receive
คอนเฟริมแฟกค่ะ,user_ask_fax_receive
คอนเฟริมFAXค่ะ,user_ask_fax_receive
แฟกซืได้รับยัง,user_ask_fax_receive
เช็คแฟกซ์ ของกธ.,user_ask_fax_receive
ขอลำดับ แฟกซ์ ของกธ.,user_ask_fax_receive
ขอลำดับ แฟกซ์ ของกรมธรรม์,user_ask_fax_receive
ขอลำดับแฟกส์ ของกธ.,user_ask_fax_receive
ขอลำดับแฟกส์ ของกรมธรรม์,user_ask_fax_receive
ขอลำดับ แฟกส์ ของกธ.,user_ask_fax_receive
ขอลำดับ แฟกส์ ของกรมธรรม์,user_ask_fax_receive
สวัสดีครับ,user_greeting
สวัสดีค่ะ,user_greeting
สวัสดีค่า,user_greeting
สวัสดีฮับ,user_greeting
สวัสดี,user_greeting
หวัดดี,user_greeting
ดี,user_greeting
ดีจ้า,user_greeting
ดีคร๊าบ,user_greeting
ซาหวัดดี,user_greeting
โย่ว,user_greeting
วอทสัพ,user_greeting
วอทสัพแมน,user_greeting
ดีครับ,user_greeting
โย่ววว,user_greeting
Hi,user_greeting
Hello,user_greeting
เริ่มต้นการแชท,user_greeting
เช็คสถานะเคลม,user_ask_how_to_claim
ตรวจสอบสถานะการเคลม,user_ask_how_to_claim
ขอเช็คเคลม,user_ask_how_to_claim
ขอเรียกร้องค่าสินไหม,user_ask_how_to_claim
เช็คสถานะการเคลม,user_ask_how_to_claim
ตรวจสอบเคลม,user_ask_how_to_claim
ขอเช็คผลเคลม,user_ask_how_to_claim
ขอผลเคลมหน่อยครับ,user_ask_how_to_claim
ตรวจสอบสถานะเคลม,user_ask_how_to_claim
เมื่อไรจะได้ค่าเคลม,user_ask_how_to_claim
ตรวจสอบสถานะการเรียกร้องค่าสินไหม,user_ask_how_to_claim
ขอทราบสถานะการเคลม,user_ask_how_to_claim
ขอเช็คสถานะเรียกร้องสินไหม,user_ask_how_to_claim
สถานะค่าสินไหม,user_ask_how_to_claim
สถานะค่าสินไหมทดแทน,user_ask_how_to_claim
ตรวจสอบผลเคลม,user_ask_how_to_claim
เคลมประกัน,user_ask_how_to_claim
ต้องการเคลมประกัน,user_ask_how_to_claim
ต้องการเปลี่ยนแปลงที่อยู่,user_ask_how_change_address_tel
ต้องการให้เอกสารส่งมาที่อยู่ใหม่ทำยังไงบ้าง,user_ask_how_change_address_tel
ที่อยู่เดิมไม่ได้อยู่แล้วเปลี่ยนเป็นที่อยู่ใหม่ได้ไหม,user_ask_how_change_address_tel
เปลี่ยนที่อยู่,user_ask_how_change_address_tel
ต้องการเปลี่ยนแปลงข้อมูลที่อยู่ต้องทำยังไงคะ,user_ask_how_change_address_tel
อยากเปลี่ยนแปลงข้อมูลที่อยู่ต้องทำยังไงบ้างคะ,user_ask_how_change_address_tel
ขอทราบวิธีการเปลี่ยนแปลงข้อมูลที่อยู่หน่อยค่ะ,user_ask_how_change_address_tel
แชทกับเรา,user_say_chat_with_us
อยากคุยกับคน,user_need_to_talk_callcenter
อยากคุยกะคน,user_need_to_talk_callcenter
อยากคุยกะเจ้าหน้าที่,user_need_to_talk_callcenter
ขอคุยกับคน,user_need_to_talk_callcenter
ขอคุยกับเจ้าหน้าที่,user_need_to_talk_callcenter
ไม่อยากคุยกะบอท,user_need_to_talk_callcenter
ไม่อยากคุยกับ bot,user_need_to_talk_callcenter
ไม่เอาบอท,user_need_to_talk_callcenter
จะคุยกะคน,user_need_to_talk_callcenter
คุยกับคน,user_need_to_talk_callcenter
คุยกับ callcenter,user_need_to_talk_callcenter
ขอคุยกับcallcenter,user_need_to_talk_callcenter
ขอคุยกับ call center,user_need_to_talk_callcenter
ต้องการติดต่อเจ้าหน้าที่,user_need_to_talk_callcenter
ติดต่อเจ้าหน้าที่,user_need_to_talk_callcenter
ติดต่อเจ้าหน้าที่ได้ยังไงบ้าง,user_need_to_talk_callcenter
ติอต่อเจ้าหน้าที่ต้องทำยังไง,user_need_to_talk_callcenter
อยากดูประกันเพื่อการลงทุน,user_ask_unitlink
ขอดูประกัน unitlink,user_ask_unitlink
ขอทราบประกัน unit link,user_ask_unitlink
สนใจประกัน Unit linked,user_ask_unitlink
สนใจประกัน ยูนิตลิงค์,user_ask_unitlink
มียูนิตลิ้งมั้ย,user_ask_unitlink
ประกันเพื่อการลงทุนมีอะไรบ้าง,user_ask_unitlink
ประกันควบการลงทุนมีอะไรบ้าง,user_ask_unitlink
ขอทราบข้อมูล tmb weathly link,user_ask_unitlink
ขอทราบข้อมูล wealthy link,user_ask_unitlink
ขอทราบข้อมูลเวลตี้ลิงค์,user_ask_unitlink
ขอทราบข้อมูลเวลธ์ตี้ลิงค์,user_ask_unitlink
อยากทราบเรื่องประกันเพื่อการลงทุน,user_ask_unitlink
อยากทราบประกันควบการลงทุน,user_ask_unitlink
ขอข้อมูลสำหรับ wealthy link หน่อย,user_ask_unitlink
อยากรู้ข้อมูลเกี่ยวกับเวลตี้ลิ้ง,user_ask_unitlink
ขอทราบข้อมูลเวลตี้ลิ้งหน่อยค่ะ,user_ask_unitlink
ติดตามเปลี่ยนแปลง,user_ask_followup
ต้องการติดตามการเปลี่ยนแปลง,user_ask_followup
ตามเรื่องการเปลี่ยนแปลง,user_ask_followup
ตามเรื่องเคลม,user_ask_followup
ตามเรื่องสินไหม,user_ask_followup
ตามเรื่องยกเลิกประกัน,user_ask_followup
ตามเรื่องเวนคืน,user_ask_followup
ตามเรื่องเปลี่ยนแปลง,user_ask_followup
ตามเรื่องผลเคลม,user_ask_followup
ตามเรื่องบัตรประกัน,user_ask_followup
ตามเรื่องบัตรประกันสุขภาพ,user_ask_followup
ตามเรื่องบัตรแคร์การ์ด,user_ask_followup
ตามเรื่องอนุมัติกธ.,user_ask_followup
ตามเรื่องอนุมัติกรมธรร,user_ask_followup
ตามเรื่องอนุมัติกรมธรรม์,user_ask_followup
ตามเรื่องผลอนุมัติประกัน,user_ask_followup
ตามเรื่องผลการอนุมัติ,user_ask_followup
ตามเรื่องพิจารณาสินไหม,user_ask_followup
ตามเรื่องเงินคืน,user_ask_followup
ตามเรื่องเอกสาร,user_ask_followup
ตามเรื่องเปลี่ยนแปลงชื่อ,user_ask_followup
ตามเรื่องเปลี่ยนแปลงเบอร์,user_ask_followup
ตามเรื่องเปลี่ยนแปลงที่อยู่,user_ask_followup
ตามเรื่องเปลี่ยนชื่อ,user_ask_followup
ตามเรื่องเปลี่ยนเบอร์,user_ask_followup
ตามเรื่องเปลี่ยนที่อยู่,user_ask_followup
ตามเรื่อง claim,user_ask_followup
ตามเรื่องแคลม,user_ask_followup
ตามเรื่องเงินเคลม,user_ask_followup
ตามเรื่องใบจ่ายเงิน,user_ask_followup
สอบถามการอนุมัติผลเคลม,user_ask_followup
สอบถามผลเคลม กรมธรรม์,user_ask_followup
สอบถามการพิจารณาเคลม กรมธรรม์,user_ask_followup
สอบถามการพิจารณาสินไหม กรมธรรม์,user_ask_followup
สอบถามผลการอนุมัติ กรมธรรม์,user_ask_followup
สอบถามเงินเคลม,user_ask_followup
ขอเงินคืนได้ยัง,user_ask_followup
เงินคืนได้ยัง,user_ask_followup
พี่ยังไม่ได้รับใบแจ้งค่าเบี้ย,user_ask_followup
ทำไม่ตัดบัตรเครดิตไม่ได้,user_ask_followup
ทำไมตัดบัญชีไม่ได้,user_ask_followup
ได้รับ sms ว่าตัดบัญชีไม่ผ่าน ทำยังไง,user_ask_followup
มันไม่ตัดบัตรเครดิต,user_ask_followup
ไม่เห็นตัดบัญชีเลย,user_ask_followup
มันจะตัดบัญชียังไง?,user_ask_followup
ปกติแล้วตัดบัญชีหรือเปล่า,user_ask_followup
จ่ายเบี้ยประกันเมื่อไหร่ดูยังไง,user_ask_followup
จ่ายเบี้ยรึยัง,user_ask_followup
ขอยกเลิกประกัน,user_ask_cancel
จะยกเลิกประกัน,user_ask_cancel
อยากยกเลิกประกัน,user_ask_cancel
ขอยกเลิกกรมธรรม์,user_ask_cancel
จะยกเลิกกรมธรรม์,user_ask_cancel
อยากยกเลิกกรมธรรม์,user_ask_cancel
ยกเลิกกธ.,user_ask_cancel
ขอทำเรื่องยกเลิกประกัน,user_ask_cancel
ไม่เอาประกันแล้ว,user_ask_cancel
แจ้งยกเลิกประกัน,user_ask_cancel
ขอยกเลิกประกันหน่อยค่ะ,user_ask_cancel
อยากยกเลิกประกันค่ะ,user_ask_cancel
ขอทำเรื่องยกเลิกประกันหน่อยค่ะ,user_ask_cancel
อยากทำเรื่องยกเลิกกธ.,user_ask_cancel
ยกเลิกกรมธรรม์หน่อยค่ะ,user_ask_cancel
ยกเลิกประกันให้หน่อยสิ,user_ask_cancel
ผมอยากยกเลิกประกัน,user_ask_cancel
ขอยกเลิกประกันหน่อย,user_ask_cancel
ถูกหลอกขายประกัน,user_ask_cancel
ขอร้องเรียน,user_ask_cancel
complain,user_ask_cancel
แจ้งยกเลิก,user_ask_cancel
ขอยกเลิก,user_ask_cancel
ขอทำเรื่องยกเลิกประกันหน่อยค่ะ,user_ask_cancel
บริการห่วย,user_ask_cancel
ติดต่อตัวแทนไม่ได้เลย,user_ask_cancel
ตัวแทนไม่ดูแลเลย,user_ask_cancel
ไม่เอาประกันที่นี่แล้ว,user_ask_cancel
ยกเลิกก.ธ.,user_ask_cancel
ยกเลิกประกันได้มั๊ย,user_ask_cancel
อยากเวรคืนกรมธรรม์,user_ask_cancel
ต้องการเวรคืนกรมธรรม์,user_ask_cancel
ขอเวรคืนกรมธรร,user_ask_cancel
เวนคืนกธ.,user_ask_cancel
ขอเวนคืนกธ.,user_ask_cancel
ขอเวนคืนกรมธรรม,user_ask_cancel
ขอเวนคืนกรมธรรม์,user_ask_cancel
ขอเวนคืนประกัน,user_ask_cancel
ขอปิดกรม,user_ask_cancel
ขอปิดกรมธรรม์,user_ask_cancel
I want to cancel my policy,user_ask_cancel
อยากทราบวิธีการเคลม,user_ask_how_to_claim_web
วิธีเคลม,user_ask_how_to_claim_web
วิธีเรียกร้องค่าสินไหม,user_ask_how_to_claim_web
เคลมทำยังไง,user_ask_how_to_claim_web
ขั้นตอนการเคลม,user_ask_how_to_claim_web
อยากรู้วิธีเคลม,user_ask_how_to_claim_web
อยากเคลมต้องทำอย่างไร,user_ask_how_to_claim_web
ขอทราบขั้นตอนการเคลม,user_ask_how_to_claim_web
บริการทันใจ,user_ask_services
บริการทันใจจ้ะ,user_ask_services
ทำไรได้มั่ง,user_ask_what_can_bot_do
ทำอะไรได้บ้าง,user_ask_what_can_bot_do
ทำไรเป็นมั่ง,user_ask_what_can_bot_do
ทำอะไรได้มั่ง,user_ask_what_can_bot_do
ทำอะไรได้บ้างเนี่ย,user_ask_what_can_bot_do
นี่ข้อความอัตโนมัตหรือเปล่าครับ,user_ask_what_can_bot_do
GOT7,user_ask_GOT7
GOT7 Passion,user_ask_GOT7
GOT7 FWD,user_ask_GOT7
ก็อตเซเวน,user_ask_GOT7
กั๊ส,user_ask_GOT7
กัส,user_ask_GOT7
กิจกรรม GOT7,user_ask_GOT7
แคมเปญ GOT7,user_ask_GOT7
Real People Real Passion Season4,user_ask_GOT7
Real People Real Passion Season,user_ask_GOT7
แคมเปญ Real People Real Passion Season4,user_ask_GOT7
แคมเปญ FWD Passion,user_ask_GOT7
FWD Got7,user_ask_GOT7
วิธีเล่น GOT7,user_ask_GOT7
GOT7 วิธีเล่นเล่นยังไง,user_ask_GOT7
ทริปลับ GOT7,user_ask_GOT7
ค้นหาเพิ่มเติม,MoreInfo
อยากซื้อประกันเพื่อลงทุน,user_ask_info_investment_ins
มียูนิตลิงค์มั๊ย,user_ask_info_investment_ins
อยากซื้อ unit link,user_ask_info_investment_ins
อยากดูประกันเพื่อการลงทุน,user_ask_info_investment_ins
ประกัน unitlink,user_ask_info_investment_ins
ประกัน unit link,user_ask_info_investment_ins
สนใจประกัน Unit linked,user_ask_info_investment_ins
สนใจประกัน ยูนิตลิงค์,user_ask_info_investment_ins
อยากดูประกันพาวเวอร์ลิ้ง,user_ask_info_investment_ins
อยากรู้ประกันพาวเวอร์ลิงค์,user_ask_info_investment_ins
มียูนิตลิ้ง,user_ask_info_investment_ins
ประกันเพื่อการลงทุน,user_ask_info_investment_ins
ประกันควบการลงทุน,user_ask_info_investment_ins
สนใจประกันเวลตี้ลิงค์,user_ask_info_investment_ins
เวลธ์ตี้ลิงค์,user_ask_info_investment_ins
มี unit linked ไหม,user_ask_info_investment_ins
ซื้อประกัน unit linked,user_ask_info_investment_ins
tmb weathly link,user_ask_info_investment_ins
wealthy link,user_ask_info_investment_ins
เวลตี้ลิงค์,user_ask_info_investment_ins
มีประกันเพื่อการลงทุนอะไรบ้าง,user_ask_info_investment_ins
อยากได้ประกันเพื่อการลงทุน,user_ask_info_investment_ins
